content,Score,Scoring String,Negativity,Positivity,Uncovered Tokens,Total Tokens,sentiment
aku rasa anwar ibrahim akan terus disindir pm tepi bakal pm ada numbers mungkin sampai pru bertabahlah duhai sang rajawali sungguh kuat kudrat seorang pejuang apa lagi jom lah daftar mengundi kita lawan sampai menang,0,,0,0,35,35,neutral
how come lawantetaplawan or lawan is trending instead of daulattuanku,0,,0,0,10,10,neutral
hello pdrmsia tak nak tangkap ke semalam kat dataran merdeka tak berhimpun indoor bersemuka pun kena tangkap ni boleh lawan,0,,0,0,20,20,neutral
charhcy lawan ge,0,,0,0,3,3,neutral
pru lets go lawan,0,,0,0,4,4,neutral
jangan melampau sangat nak lawan pun done mute,0,,0,0,8,8,neutral
tak sokong mana mana pon tapi besar harapan kita nak tengok perubahan kalau macamni orang sama je nak decide sop pon tak bijok acaner itu je la kalau orang lain naik dan terbukti incompetent pon kita maki dan lawan jugak,-0.538461538,incompetent (-0.54),0.538461538,0,39,40,negative
tutup awai tak kalut takut esok ramai turun lawan,0,,0,0,9,9,neutral
jangan asyik mahu menuntut di akhirat itulah apa yang mereka sangat inginkan daripada kamu diberi kebenaran menjadi rakus semestinya mereka terlalu mabuk dengan nikmat dunia untuk hiraukan kamu di akhirat jangan beri peluang langsung di dunia undi mereka keluar lawan,0,,0,0,40,40,neutral
mcm mana nak pegang malaysia bendera pun tak reti hormat lawan pun agak lah senyap je tuit femes lawan tuit sikit gang korang jgak ni,0,,0,0,25,25,neutral
lawan tetap lawan,0,,0,0,3,3,neutral
benamirr jangan gusar jangan khuatir kita terus lawan,0,,0,0,8,8,neutral
thanks for having me i m surprise no one attack me because of i m in umnoonline hope you guys tune in listen to those speakers yg involved dalam climateaction in policy world conservation amp on the ground you guys pun boleh share why you guys lawan due to climatecrisis,0.717948718,thanks (0.49)  surprise (0.28)  no (-0.31)  attack (-0.54)  hope (0.49)  share (0.31),0.846153846,1.564102564,44,50,positive
ismail sabri has been appointed as th pm fb ig tiktok being thankful and trolling anwar ibrahim twitter lawan and waiting for next pru hoping for the best guys i ll stand with twitterians,1.974358974,thankful (0.69)  hoping (0.46)  best (0.82),0,1.974358974,31,34,positive
kita lawan lawan bersih,0,,0,0,4,4,neutral
vmwvvj elrynnaa widihhh kalau org berkeras degil ngn kau mesti kau nak sepak terajang kan jgn ah sembang lebih dia dh disclaim awal suh pulang tpi degil gak pastu laung lawan lah bagai mmg auto kene ah igt polis nak layan kau cam cucu dia,0,,0,0,45,45,neutral
sila rujuk poster di bawah untuk langkah mudah mendaftar online sebagai pengundi baru pendaftaran pengundi baru semakan kawasan pengundi yang sudah berdaftar lawan kuasarakyat undi,0,,0,0,25,25,neutral
having ismail sabri as our th pm in malaysia is having a boyfriend who listens to your demands but fully non committal in your relationship like boy get out u are blocked kerajaangagal kerajaanbodoh kerajaanderhaka lawantetaplawan lawan,0.102564103,like (0.38)  blocked (-0.28),0.282051282,0.384615385,35,37,positive
hanya ada satu kata lawan lawan,0,,0,0,6,6,neutral
kerajaangagal kerajaanderhaka kerajaanbodoh kerajaanpintubelakang lawantetaplawan lawan,0,,0,0,6,6,neutral
mhmdnramn sorry dulu aku lari sekarang aku kejar bezakan lawan,-0.076923077,sorry (-0.08),0.076923077,0,9,10,negative
rakyatingat pru lawantetaplawan lawan,0,,0,0,4,4,neutral
newprofilepic lawan,0,,0,0,2,2,neutral
orang kata biar nakal tapi berakal changing jalur gemilang s colours is not a way to lawan nor to show your solidarity,0.307692308,solidarity (0.31),0,0.307692308,21,22,positive
the lawan protest rally is cancelled this was already announced earlier so what was the need to get a court order pdrmsia yall need to chill all this can do very efficiently la congrats,0.538461538,protest (-0.26)  cancelled (-0.26)  efficiently (0.44)  congrats (0.62),0.512820513,1.051282051,30,34,positive
the world knows who s good and who s bad except malaysians open your eyes and minds malaysians lawan,-0.153846154,good (0.49)  bad (-0.64),0.641025641,0.487179487,17,19,negative
cerita semalam polis tangkap orang berhimpun aman sekali sampai tengah malam tu lagi ramai orang berhimpun depan balai kita akan terus lawan,0,,0,0,22,22,neutral
reformasi was lauded back in only in where popular swing to the side of those who championed reforms only in did ph finally got hold of putrajaya albeit for months so we go again ge is just around the corner lawan,0.769230769,popular (0.46)  championed (0.31),0,0.769230769,39,41,positive
dulu dapat abah sekarang dapat bapa bapa siapa bapa dafi alhamdulillah lawan,0,,0,0,12,12,neutral
aku sorang je ke yang tak pernah nak tau sangan pasal lawan,0,,0,0,12,12,neutral
start new hashtag now notmypm kerajaangagal lawan followers please follow and support,0.769230769,please (0.33)  support (0.44),0,0.769230769,10,12,positive
kononnya melarang ini juga cara mereka untuk membuat tangkapan tanpa halangan lawan lawanintimidasi,0,,0,0,13,13,neutral
gerakmalaysia mcm ni ke org muda lawan,0,,0,0,7,7,neutral
kukuhkan next pru kita lawan,0,,0,0,5,5,neutral
masih lantik puak depa okay takpe masih ada sebab nak lawan,0.230769231,okay (0.23),0,0.230769231,10,11,positive
this year this month the only merdeka worth celebrating is the liberation of the mind from the oppression of tyrant systematic racism and powerful elite use religion race and royal lawan,0.58974359,worth (0.23)  celebrating (0.69)  racism (-0.79)  powerful (0.46),0.794871795,1.384615385,27,31,positive
r j ini bukan soal siapa makan cili rasa pedas ini soal benda ada dalam rukun negara kenapa u nak persoalkan benda ada dalam perlembagaan come on bro lawan kena bijak sikit,0,,0,0,32,32,neutral
win lawan,0.717948718,win (0.72),0,0.717948718,1,2,positive
cek suhana lawan terus,0,,0,0,4,4,neutral
zulkifli tweet fkrlsd lawan terus,0,,0,0,5,5,neutral
youngsyefura jom lawan dekat tepi pantai nak,0,,0,0,7,7,neutral
noorazlina siti lawan terus,0,,0,0,4,4,neutral
zack during the first lawan dg said no covid case reported link to that movement,-0.307692308,no (-0.31),0.307692308,0,14,15,negative
since they re closing down lrt stations because they re so worried that people will lawan why don t we idk cough change cough locations cough,-0.41025641,worried (-0.31)  idk (-0.10),0.41025641,0,24,26,negative
suara rakyat suara keramat daulatrakyat lawan,0,,0,0,6,6,neutral
omarmokhtar my reeeeeeeeeeee foooooooorr maaaaaaaaaa seeeeeeeyyyyy lawan,0,,0,0,7,7,neutral
honestly this proves that choosing the mp that can command the majority in parliament means fk all because you can be the dumbest fella out of all or in this case fkd up equally as his predecessor and was part of the failed govt and still be chosen as pm lawan notmypm,-0.666666667,honestly (0.51)  dumbest (-0.59)  failed (-0.59),1.179487179,0.512820513,49,52,negative
next time terlintas dgn anjing jkom ni jangan engage report dan block sahaja gaya dia menempek dan spam dalam replies tu sop cytro dari fb yg terbawa ke twitterjaya lawan kebodohan dgn bijak,-0.512820513,engage (0.36)  block (-0.49)  spam (-0.38),0.871794872,0.358974359,30,33,negative
we really got rid of bozo and replaced him with krusty lawan,0,,0,0,12,12,neutral
waktunya bersih anggota isis bentukan as lawan taliban eksekusi mati bekas pemimpin isis yang dipenjara di kabul,0,,0,0,17,17,neutral
now or never lawan,0,,0,0,4,4,neutral
drmathen partimuda if you need something from government it would takes year but if they need something just like that kerajaangagal lawantetaplawan lawan,0.384615385,like (0.38),0,0.384615385,22,23,positive
register if you haven t it may seem hopeless amp change is at stake we are still the future tak tahu tanya tak reti kita belajar please don t let democracy die at the hands of ignorance it s already dying lawan goes on for a better malaysia,-0.820512821,hopeless (-0.51)  please (0.33)  die (-0.74)  ignorance (-0.38)  better (0.49),1.641025641,0.820512821,43,48,negative
drmusanordin the black flag will remain as is at my house as a sign of protest for the world to see lawan lawantetaplawan,-0.256410256,protest (-0.26),0.256410256,0,22,23,negative
drmusanordin kita takkan berhenti lawan semua kebobrokan ni dr bukan untuk diri sendiri tapi untuk generasi akan datang lawan,0,,0,0,19,19,neutral
aku nak mati lawan,0,,0,0,4,4,neutral
im so mad lah since lawan punya first protest masa kita kibar black flag kat rumah tapi ada yang buat jalur gemilang mcm ni please we are not this dumb ok,-0.769230769,mad (-0.56)  protest (-0.26)  please (0.33)  dumb (-0.59)  ok (0.31),1.41025641,0.641025641,26,31,negative
shame on u malaysia if u let them do this to your beautiful country and beautiful ppl lawan and free syria,1.538461538,shame (-0.54)  beautiful (0.74)  beautiful (0.74)  free (0.59),0.538461538,2.076923077,17,21,positive
rang lawan lawanintimidasi,0,,0,0,3,3,neutral
terima kasih team solidaritas atas sokongan anda semua lawan lawanintimidasi,0,,0,0,10,10,neutral
wow meletop tweet ini aku nak turun jalanan membantah amp lawan pada mereka yg like amp retweet ciapan ini oh ya bendera pink sbb chetom suka pink,1.102564103,wow (0.72)  like (0.38),0,1.102564103,25,27,positive
everyone look you can be sad today be angry be frustrated be dejected but only for today today you lick your wounds remember this the real battle is ge it s always is ge lawan,-2.717948718,sad (-0.54)  angry (-0.59)  frustrated (-0.62)  dejected (-0.56)  battle (-0.41),2.717948718,0,30,35,negative
kita nantikan kenyataan pakatanharapan kita faham perit tapi kita tak akan pernah berhenti lawan lawantetaplawan,0,,0,0,15,15,neutral
i think its time we seriously scrutinise these lalang mps they are the reason behind the political instabilities they are the reason why our democracy is a joke they re blatantly abusing our mandate for their own personal gains they are the ones we have to lawan,-0.025641026,seriously (-0.18)  joke (0.31)  abusing (-0.51)  gains (0.36),0.692307692,0.666666667,43,47,negative
ni ke pm korang yg baru tu it s okay kali ni bukan disebabkan oleh undian rakyat malaysia we ll wait for the next ge lawan,0.230769231,okay (0.23),0,0.230769231,25,26,positive
idc if i lose friends over my political stance yall obviously dont care enough for the people especially those who know me personal problem aku memang direct berkait dengan kerajaan bila kerajaan bukan saja menyusahkan hidup aku tapi hidup semua rakyat jadi aku lawan,0.230769231,lose (-0.44)  friends (0.54)  care (0.56)  problem (-0.44),0.871794872,1.102564103,40,44,positive
negeri masih dalam fasa so kita takleh turun lawan tapi dine in boleh pasar malam boleh walaupun fasa,0,,0,0,18,18,neutral
esok ni jdi ke batal lawan,0,,0,0,6,6,neutral
imagine arresting people for remembering the dead seems like you don t like being reminded of those you ve killed lawan,-0.974358974,dead (-0.85)  like (0.38)  like (0.38)  killed (-0.90),1.743589744,0.769230769,17,21,negative
jelas sangat takde kes pun masa lawan haritu tiba tiba kata esok takleh sebab situasi kesihatan tak mengizinkan hahahahaha kelakarnya,0,,0,0,20,20,neutral
kita perlu guna lawan lagi ke ni,0,,0,0,7,7,neutral
dataran kena pagar court order jangan himpun kerajaan pengecut lawan lawanintimidasi tolakintimidasi,0,,0,0,12,12,neutral
mdatfff statementandadisokong lawan,0,,0,0,3,3,neutral
kalau hadi awang sokong lawan,0,,0,0,5,5,neutral
police obtain court order to stop lawan protest tomorrow,-0.564102564,stop (-0.31)  protest (-0.26),0.564102564,0,7,9,negative
ismail sabri appointed as the th pm is not democracy it s democrazy klepto umno is back lagi tahun kita turun we ve done it before we can do it again lawan anak anak muda daftarlah sebagai pengundi gunakanlah kuasa anda sebagai rakyat,0,,0,0,43,43,neutral
the mps supporting ismail sabri showed us that they only care for themselves and it was never about the people remember who they are and vote them out lawan lawantetaplawan,1.051282051,supporting (0.49)  care (0.56),0,1.051282051,28,30,positive
dapmalaysia track record show everything not menghasut rakyat lawan gomen,0,,0,0,10,10,neutral
ayeitsdharsh lawan,0,,0,0,2,2,neutral
make sure bapak kau take responsibility la jangan pandai sembang taik jer dafiismailsabri ismailsabri notmypm lawan,0.333333333,sure (0.33),0,0.333333333,15,16,positive
do not give up continue to provide check and balance but the other block pekat bernanah sangat bodohnya sampai create imbalance ge lawan notmypm,-0.205128205,block (-0.49)  create (0.28),0.487179487,0.282051282,22,24,negative
all they want is power lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan,0.076923077,want (0.08),0,0.076923077,40,41,positive
tunggu ge la kalau dah jadi macamni lawan,0,,0,0,8,8,neutral
don t fall for their tricks lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan,-0.128205128,tricks (-0.13),0.128205128,0,41,42,negative
sumpah aku terkilan dgn berita harini to our future generations stay together lawan,0,,0,0,13,13,neutral
clown government lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan lawan,0,,0,0,38,38,neutral
achievement unlock cytro attack aku dengan mention sajakjakjak hahahahahhahaha puisidarurat lawan,-0.538461538,attack (-0.54),0.538461538,0,10,11,negative
anak muda register dulu pru nanti kami lawan tengok ramai kata takyah undila nanti katak lompat masih sama tapi gaiss kalau semua rakyat sama pikiran perubahan takkan datang sendiri kita berjuang utk apa yg kita nak demi generasi akan datang notmypm,0,,0,0,41,41,neutral
asyhkr avid gunner serius la bro kau suruh rakyat twitter membaca kami nak lawan baca baca ni zaman bila but on a serious notes sila daftar spr if you really want to make and see changes,0.307692308,avid (0.31)  serious (-0.08)  want (0.08),0.076923077,0.384615385,33,36,positive
